movie_id	title	is_adult	release_year	duration	genres	avg_rating	votes	directors	writers	actors
tt3407428	Glassland	false	2014	93	Drama	6.0	890	Gerard Barrett	Gerard Barrett	Piers McGrail|Michael Smiley|Juliette Bonass|Ed Guiney|Toni Collette|Nathan Nugent|Gerard Barrett|Jack Reynor|Stephanie Clerkin|Will Poulter
tt4278366	Diary of Darkness	false	2014	50	Drama	0.0	0	Cheyanne Kane	Karl T. Hirsch|Cheyanne Kane|Jeffrey William Laham	Christopher Jelley|Jeffrey William Laham|Karl T. Hirsch|Cheyanne Kane|Luke Wooden
tt4229696	Open	false	2014	54	Documentary	0.0	0	Daniel Etura	Maria Carrasco|Daniel Etura	Marisa Nuñez|Daniel Etura|Maria Carrasco|Gina Mendez|Eider Paredes|Katie Neilson|Valeria Kechichian|Jacky Madenfrost|Cami Best|Ishtar Bäcklund
tt2535470	Wyrmwood: Road of the Dead	false	2014	98	Action,Comedy,Horror	6.3	13597	Kiah Roache-Turner	Kiah Roache-Turner|Tristan Roache-Turner	Keith Agius|Leon Burchill|Michael Lira|Tim Nagle|Jay Gallagher|Bianca Bradey|Tim Namour|Kiah Roache-Turner|Tristan Roache-Turner
tt3281264	The Politics of Fashion: DC Unboxed	false	2014	53	Biography,Documentary,History	0.0	0	Elaine Mensah	Elaine Mensah	Shawny Burns|Kate Glassman Bennett|Jason Baustin|Tim Coburn|Nicole Aguirre|Elaine Mensah|J. Alexander|Susan Cannaday|Taimur Baig|Yvette Castro
tt3158138	Henri Henri	false	2014	99	Comedy,Drama	6.6	264	Martin Talbot	Martin Talbot	Arthur Tarnowski|Martin Talbot|Caroline Héroux|Mathieu Laverdière|Michel Perron|Victor Andres Turgeon-Trelles|Patrick Lavoie|Sophie Desmarais|Marcel Sabourin|Christian Larouche
tt4112274	Romeo	false	2014	119	Drama	5.7	23	Gopi Ganesh	Puri Jagannadh	Sunil Kashyap|Adonika|Dorai Swamy|Gopi Ganesh|P.G. Vinda|Navin Nooli|Sairam Shankar|Ravi Teja|Puri Jagannadh
tt4108170	Il Trovatore	false	2014	145	Drama,Musical	8.3	12	Tiziano Mancini	Salvatore Cammarano|Antonio García Gutiérrez	David Gharibyan|Florian Hoffmann|Antonio García Gutiérrez|Conrad Reinhardt|Philipp Stölzl|Anna Lapkovskaya|Tiziano Mancini|Plácido Domingo|Daniel Barenboim|Salvatore Cammarano
tt4056396	Unexpected Love	false	2014	0	Romance	0.0	0	Bowie Lau	Shalang Xu	Yinger|Yang Wang|Ya-Chun Lu|Shalang Xu|Mengyuan Hu|Bowie Lau
tt2704816	Who Took Johnny	false	2014	81	Biography,Documentary,Drama	7.2	1730	Suki Hawley|David Beilinson|Michael Galinsky	David Beilinson|Michael Galinsky|Suki Hawley	Michael Galinsky|David Beilinson|David Reid|Mike Borland|Nancy Allen|Suki Hawley|Paul Bonacci|Troy Boner
tt2656588	Buzzard	false	2014	97	Comedy,Drama,Horror	6.4	1449	Joel Potrykus	Joel Potrykus	Michael Saunders|Jason Roth|Ashley Young|Joshua Burge|Teri Ann Nelson|Adam J. Minnick|Joel Potrykus
tt2632784	Our Food Chain	false	2014	66	Documentary,News	0.0	0	James Bruce	James Bruce|Wendelin Slusser	James Bruce|Mark T. Williams|Wendelin Slusser|Jeff Lippencott|Vasco Nunes|Michael Rafferty
tt2609778	The Last Straight Man	false	2014	110	Comedy,Drama,Romance	6.1	494	Mark Bessenger	Mark Bessenger	Matthew Grace|Rossano Galante|Scott Sell|Mark Cirillo|Cliff Van Koppenhagen|Mark Bessenger|Marisa Serrano|David Alanson Bradberry
tt4038318	Macie on a Good Day	false	2014	126	Comedy,Drama	9.4	5	Brandon C. Lay	Brandon C. Lay	Jen Santos|Elizabeth Archibeque|Brandon C. Lay|James Mason|Maria Sole|Moriah Cebollero
tt3995982	Booked	false	2014	81	Comedy,Documentary,History	0.0	0	John Bush	John Bush	Bushy Bushytunes|John Bush
tt3995280	Cítrico	false	2014	63	Comedy,Drama,Thriller	0.0	0	Gabriel José	Gabriel José	Gabriel José|Noemi Quiñones|Laura Noemi|José Julio
tt3893326	Coming Out	false	2014	98	Drama	6.3	9	Kazutoshi Inudô	Kazutoshi Inudô	Kosuke Akiyama|Kazutoshi Inudô|Kazuya Hayashi|Bizen|Natsuo|Naoyuki Kobayashi|Takeshi Sone|Ayaka Ichinose
tt3874158	'Ike: Knowledge Is Everywhere	false	2014	80	Documentary,Drama,News	0.0	0	Matthew Nagato	Matthew Nagato	Jeremy Snell|Reynolds Barney|Matthew Nagato
tt3872752	Two Housemates	false	2014	77	Comedy,Drama,Romance	8.9	8	Ryan Watson|Sean Joseph Young	Sean Joseph Young	Ryan Watson|Lucy Chappell|Girik Farrow|Ryan T. Watson|Sean Joseph Young|Tim Lawrence|Emily-Grace Hyland|Liam Watson
tt3872732	Tocaoras	false	2014	108	Documentary,Music	0.0	0	Alicia Cifredo	Alicia Cifredo	Lola Botello|Carmen LeÓn|Alicia Cifredo|Pilar Sánchez Díaz
tt3864758	May We Chat	false	2014	100	Drama	5.0	123	Philip Yung|Cheuk Man Au	Shiu-wa Lou|Philip Yung	Kabby Hui|Wai Chiu Chung|Shiu-wa Lou|Heidi Lee|Yue Shi|Yiu-Tong Lee|Kin Hung Ng|Philip Yung|Cheuk Man Au
tt3770328	Kalanda: The Knowledge of the Bush	false	2014	62	Biography,Documentary,History	0.0	0	Lorenzo Ferrarini		Lorenzo Ferrarini
tt3585666	Damaged	false	2014	0	Drama	0.0	0	Judi Bell	Matt Nicholas	Kiril Kulish|Matt Nicholas|Judi Bell|Maria Rizkalla
tt3760144	Cierre a Blancas	false	2014	52	Drama	0.0	0	Luismartinflores G.		Miguel Ángel Santa María García|Lizbeth Vazquez|Raúl Kennedy|Erick Selim|Claudio García Castañeda|María del Carmen Suárez Flores|Luismartinflores G.|Rodrigo Raúl García Morán|Samantha Reséndiz Flores|Adan Celis Cobarrubias
tt3688988	Suicide love	false	2014	115	Drama,Fantasy,Mystery	0.0	0	Cica Oyama|Seitaro Takagi	Cica Oyama|Takaki Uda	Shiro Oiwake|Seitaro Takagi|Shôji Sadaoka|Cica Oyama|Takaki Uda|Nahana|Hako Ohshima|Toshihiro Isomi|Hôka Kinoshita|Osamu Ichikawa
tt3661676	Life After Death	false	2014	76	Biography,Comedy,Documentary	7.1	8	Joe Callander	Jason Tippet	Jason Tippet|Joe Callander|Suzette Munson|Dave Munson
tt3188768	Holidays in the Sun	false	2014	94	Drama	5.6	760	Srdjan Dragojevic	Srdjan Dragojevic	Branko Sturbej|Srdjan Dragojevic|Victorya Boklag|Iva Ateljevic|Natasa Janjic|Srdjan 'Zika' Todorovic|Dragan Solak|Branko Djuric|Miroslav Ateljevic|Biljana Prvanovic
tt2357144	37	false	2014	94	Mystery,Romance,Thriller	6.6	107	Randall Batinkoff	Randall Batinkoff|Jesse Stratton	Cathleen Flynn|Scott Wolf|Guy Blews|Scottie Thompson|Bruce Davison|Leila Djansi|Jesse Stratton|Randall Batinkoff|Tricia Helfer|Wes Cardino
tt3528874	Questioning Darwin	false	2014	59	Documentary	5.3	377	Antony Thomas		Jonathan Partridge|Samuel West|McDonald Brown|Antony Thomas|Brian Protheroe
tt2991468	Sexy Money	false	2014	85	Biography,Documentary,News	7.9	7	Karin Junger	Karin Junger	Dorith Vinken|René Goossens|Annemiek van Gorp|Karin Junger
tt2274604	Eat with Me	false	2014	95	Comedy,Drama,Romance	6.5	1016	David Au	David Au	Joshua Noteboom|Amanda Treyz|Stephen Krolikowski|Joyce Liu|Michelle Ehlen|David Au|Aidan Bristow|Nicole Sullivan|Teddy Chen|Sharon Omi
tt3482818	Shanti Days: 365-nichi, Shiawase no Kokyû	false	2014	0	Comedy	5.4	9	Koto Nagata	Koto Nagata	Jessica Michibata|Mugi Kadowaki|Koto Nagata|Dean Fujioka|Jun Murakami|Maki Kimura|Eri Itô|Kôtarô Miyata|Kumi Kobata|Shûichi Komuro
tt3391836	The Amazing Akanas	false	2014	0	Documentary	0.0	0	Ronald R. Irwin		Ronald R. Irwin|Roni Akana|Neahmiah Akana|Stacy Akana|Natasha Akana|Xalia Akana|Makailah Akana|Richard Greenwood Jr.|Annastasiah Akana|Xiia Akana
tt3390572	Haider	false	2014	160	Action,Crime,Drama	8.2	42296	Vishal Bhardwaj	William Shakespeare|Basharat Peer|Vishal Bhardwaj	Tabu|Vishal Bhardwaj|Kay Kay Menon|Siddharth Roy Kapur|Shraddha Kapoor|Shahid Kapoor|William Shakespeare|Pankaj Kumar|Basharat Peer|Aarif Sheikh
tt3341582	Killa	false	2014	78	Comedy,Drama	8.0	927	Avinash Arun	Tushar Paranjape|Upendra Sidhaye	Madhukar R. Musle|Ajay Rai|Alan McAlex|Upendra Sidhaye|Tushar Paranjape|Avinash Arun|Gaurish Gawade|Parth Bhalerao|Archit Deodhar|Amruta Subhash
tt3290680	Todo parecía perfecto	false	2014	0	Romance	7.2	19	Alejo Levis	Alejo Levis	Clara Galí|Andrea Trepat|Jordi Rico|Héctor Moras|Ibon Cormenzana|Pau Castejón|Alejo Levis
tt1305618	Away from Here	false	2014	82	Drama	5.8	157	Bruce Van Dusen	Kate Cohen|Timothy Michael Cooper	Amanda Ford|Terry Leonard|Kate Cohen|Bruce Van Dusen|Ray Wise|Robert Miller|Alicia Witt|Timothy Michael Cooper|Nick Stahl|Frankie Faison
tt2180994	A Good Marriage	false	2014	102	Drama,Thriller	5.2	7517	Peter Askin	Stephen King	Anthony LaPaglia|Cara Buono|Per Melita|Stephen King|Stephen Lang|Joan Allen|Peter Askin|Saunder Jurriaans|Will Battersby|Danny Bensi
tt3186736	Bachelors Grove	false	2014	120	Horror	4.5	44	Ricardo Islas	Ruth Camargo|Ricardo Islas	Ruth Camargo|Bruce Spielbauer|Suzy Brack|Joyce Porter|Richard Pryor Jr.|Ned Ricks|Sheree Bynum|Jennifer Lenius|Tim Krueger|Ricardo Islas
tt3165236	Beyond the Dark	false	2014	105	Horror,Sci-Fi,Thriller	3.1	66	Matthew Douglas Grzeszak	Matthew Douglas Grzeszak|Ross Scharphorn	Ross Scharphorn|Matthew Douglas Grzeszak|Charlotte Ambrose|Randy Galaszewski|Ron Shedd|Chuck Harb
tt3151738	What Ever Happened to Timi	false	2014	0	Comedy	5.6	1325	Attila Herczeg	Csaba Csurgó	Attila Herczeg|Gabor Ferenczy|Máté Tóth Widamon|Kornél Simon|Andrea Osvárt|Robert Gulya|Simon Szabó|Attila Tõzsér|Csaba Csurgó|Adél Jordán
tt3151604	Jammed	false	2014	75	Comedy	8.5	15	Yedidya Gorsetman	Yedidya Gorsetman|Mark Leidner	Bianca Stone|Josh Itzkowitz|David Bly|Rob Michael Hugel|Yedidya Gorsetman|Mark Leidner|Rebecca Rom Frank|Ian Coad|Shannon Coffey|Bryan S. Finch
tt2063014	Red Butterfly	false	2014	85	Drama,Romance,Thriller	5.8	133	Jon Alston	Jon Alston	Laurence Mason|R. Brett Thomas|Joseph David Johnson|Diogo Morgado|Olena Kuhtaryeva|Christine Evangelista|Gerren Crochet|Wilson Jermaine Heredia|Jon Alston|Sergei Franklin
tt3205630	Senior Project	false	2014	85	Comedy,Drama	5.9	142	Nadine Truong	Jeremy Lin	Ryan Potter|Nadine Truong|Meaghan Martin|Yaron Kaplan|Kyle Massey|Vanessa Marano|Stephane Gauger|Aaron Symonds|Fabienne Wen|Jeremy Lin
tt2878892	The Destroyer of the World	false	2014	0	Drama	0.0	0	Nasar Abich Jr.	Nasar Abich Jr.	Nasar Abich Jr.
tt2877224	Hollywood Hostel	false	2014	76	Comedy,Crime	0.0	0	Justin Dittrich	Max Esperanto	Max Esperanto|Johan Wester|Paul Whetstone|Tatiana Vici|Ben Peyser|Justin Dittrich
tt2856578	The Grotto	false	2014	84	Horror	3.8	19	Giordany Orellana	Giordany Orellana	Giordany Orellana|Gianluca Migliarotti|Ocean Jaramillo|Sebastiano Di Fiore|Guglielmo Adrasto|Andrea Cerino|David Tayar|Vincent Oppido|Rocky Collins|Edoardo De Laurentiis
tt7617622	Kosthapal Punyasoma	false	2014	109	Comedy,Thriller	4.0	5	Udayakantha Warnasuriya	Udayakantha Warnasuriya	Mahendra Perera|Duleeka Marapana|Sriyantha Mendis|Ayeshmantha Hettiarachchi|Udayakantha Warnasuriya|Gamini Hettiarachchi|Pravin Jayaratne
tt2118707	Pretty Perfect	false	2014	98	Drama,Romance,Thriller	7.6	13	York Alec Shackleton	Christopher Beaton|York Alec Shackleton	Sarah Sutherland|William Phelps|Frederik Wiedmann|York Alec Shackleton|Christopher McDonald|Christopher Beaton|Justin Talley|Sara Malakul Lane|Shane Stanger|Noel Gugliemi
tt2518608	The Other Way	false	2014	85	Biography,Documentary,News	7.4	5	Ryan Singh|Aniket Dasgupta|Swathi Sethumadhavan	Aniket Dasgupta|Swathi Sethumadhavan	Kenny Basumatary|Sounak Roy|Shiladitya Bora|Amlan Datta|Aniket Dasgupta|Vasan Bala|Swathi Sethumadhavan|Ryan Singh
tt2481248	Doc of the Dead	false	2014	81	Documentary	6.4	1122	Alexandre O. Philippe	Chad Herschberger|Alexandre O. Philippe	Robert Muratore|Charlie Adlard|Shawn King|Kerry Deignan Roy|Chad Herschberger|Kyle William Bishop|Joanna Angel|Alexandre O. Philippe|Steven Barton
tt1937372	The Fourth Noble Truth	false	2014	87	Drama,Romance	7.2	9	Gary T. McDonald	Gary T. McDonald	David Kohner Zuckerman|Jillian Stein|Richard Portnow|Harry Hamlin|Tom Ohmer|Bert Guthrie|Kristen Kerr|Pete Kneser|Jim Whelehan|Gary T. McDonald
tt2477930	Viktoria: A Tale of Grace and Greed	false	2014	88	Drama	6.3	306	Men Lareida	Men Lareida|Anna Maros	Simon Hesse|Erika Pölöskey|Marco Barberi|Zsolt Nagy|Valentin Greutert|Franciska Farkas|Michael Kalt|Angéla Stefanovics|Men Lareida|Anna Maros
tt6384684	Bennazar, el arquitecto de Palma	false	2014	52	Documentary	0.0	0	Miguel Eek	Miguel Eek|Mar Pla	Martí Lucena|Miguel Eek|Jaume Compte|Mar Pla|Maribel Bennazar|Catalina Cantarelles|José Carlos Llop
tt4083770	Mr. Civil Rights: Thurgood Marshall and the NAACP	false	2014	57		8.7	6
tt4308290	Rankô no mon: Musabori chôkyô	false	2014	60		0.0	0	Tarô Araki	Tarô Araki	Ryôko Inaba|Yasunari Kubota|Kaho|Takashi Naha|Nana Aida|Masahide Iioka|Tarô Araki|Shôji Sakai|Mayu Ebina|Komari Awashima
tt2283894	Riyasat	false	2014	0	Crime	6.6	36	Ashok Tyagi		Aryan Vaid|Aryeman Ramsay|Vishwajeet Pradhan|Vijay Sirohi|Rajesh Khanna|Irfan Shaikh|Raza Murad|Diwaker Singhal|Ashok Tyagi
tt2172934	3 Days to Kill	false	2014	117	Action,Drama,Thriller	6.2	76250	McG	Adi Hasak|Luc Besson	Hailee Steinfeld|Amber Heard|Connie Nielsen|Luc Besson|McG|Ryan Kavanaugh|Adi Hasak|Marc Libert|Kevin Costner|Guillaume Roussel
tt1878942	Date and Switch	false	2014	91	Comedy,Drama,Romance	5.8	6844	Chris Nelson	Alan Yang	Jai Stefan|Alan Yang|Chris Nelson|Dakota Johnson|Hunter Cope|David Blackman|Nicholas Braun|Eric D. Johnson|Laurence Mark|Gary Cole
tt6448464	À la vie	false	2014	0		0.0	0
tt1141702	I Believe in Unicorns	false	2014	80	Drama	6.2	602	Leah Meyerhoff	Leah Meyerhoff	Michael Taylor|Heather Rae|Julia Garner|Peter Vack|Sasha Gordon|Jarin Blaschke|Natalia Dyer|Rebecca Laks|Amy Seimetz|Leah Meyerhoff
tt2828310	Intersection	false	2014	76	Mystery,Romance	0.0	0	Tim French	Michael French|Tim French	Hoyt Richards|Samuel Jones|Michael French|Bonnie Hellman|Ayan Pratap|Alexis Marsh|Tim French|Rick Irvin|Anabella Casanova|Johnny Williams
tt1644695	The Last Day of Winter	false	2014	82	Drama	0.0	0	Sergio Fabio Ferrari	Sergio Fabio Ferrari	Radu Stefan|Mauro Crivelli|David Frampton|Priscilla Gray|Rufus Frampton|Rachel Dobell|Sergio Fabio Ferrari
tt1742044	Jersey Boys	false	2014	134	Biography,Drama,Music	6.8	28025	Clint Eastwood	Marshall Brickman|Rick Elice	Erich Bergen|Tim Headington|Robert Lorenz|Clint Eastwood|John Lloyd Young|Rick Elice|Graham King|Marshall Brickman|Michael Lomenda|Vincent Piazza
tt2338287	Diamonds in the Sky	false	2014	132	Drama	8.3	7	Sriparna Dey|Anamitra Roy	Anamitra Roy	Avishek Thakur|Abhishek Bhattacharya|Sriparna Dey|Urban Saint|Indie Fm Bangla|Anamitra Roy|Yovik
tt2375597	Almost Married	false	2014	97	Comedy	4.5	697	Ben Cookson	Ben Cookson	Smug Roberts|Holley Gray|Si Bell|Philip McGinley|Celina Norris|Mark Stobbart|Ben Cookson|Steve Clark|Emily Atack|Lionel Hicks
tt2380560	Pride of Lions	false	2014	101	Adventure,Comedy,Drama	4.2	226	Sidney J. Furie	Richard Watson	Seymour Cassel|Margot Kidder|Craig McConnell|Curtis Petersen|Bo Svenson|Richard Watson|Sidney J. Furie|Gary Howsam|Louis Gossett Jr.|Bill Marks
tt2452254	Clouds of Sils Maria	false	2014	124	Drama	6.7	22355	Olivier Assayas	Olivier Assayas	Juliette Binoche|Yorick Le Saux|Charles Gillibert|Lars Eidinger|François-Renaud Labarthe|Olivier Assayas|Marion Monnier|Chloë Grace Moretz|Kristen Stewart
tt2573806	The Father's Love	false	2014	86	Drama,Romance	7.9	40	Sharon Kon	Sharon Kon|Mara Measor	Erik McKay|Raushanah Simmons|Colton Davie|Angela Lin|Edmund Dorsey|Jordan Turchin|Mara Measor|Andres Soto|Xiaopo Wang|Sharon Kon
tt2666286	New Blood Rising	false	2014	81	Horror	4.3	153	Chad Zuver	Chad Zuver	Thomas Sloan|Michael E. Cullen II|Nathan Pepiot|Kayla Elizabeth|Nathan Pelland|Eric Badik|Chad Zuver|Dana Furlong|Vanessa Leonard
tt2704752	Above and Beyond	false	2014	90	Adventure,Documentary,History	7.8	443	Roberta Grossman	Sophie Sartain|Sophie Sartain	Leon Frankel|Mina Alon|Richard J. Carson|Eddie Cohen|Roberta Grossman|Sophie Sartain|Sophie Sartain|Sarah Forbes Campbell|Nancy Spielberg|Lorne Balfe
tt2784946	Je T'aime, Au Revoir	false	2014	95	Drama,Romance	0.0	0	Bennie Woodell	Bennie Woodell	Erin Breen|Bennie Woodell|Jennifer Scott|Macario Cortes III|Matt Ukena|Ashley Moret|Bradley Fowler
tt2991754	El Rey del Rocanrol	false	2014	80	Biography	0.0	0	Néstor Rodríguez Correa	Néstor Correa Rodríguez	Néstor Rodríguez Correa|Pajarito Zaguri|Antonio Birabent|Néstor Correa Rodríguez|Emiliano Serra|Ciro Fogliatta|Ricardo Courtet|Negro Alfano|Ezequiel Yoffe|Daniel Guzmán
tt3109366	Rise of the Eco-Warriors	false	2014	105	Action,Adventure,Documentary	8.4	53	Cathy Henkel	Cathy Henkel	Chai Chin|Cathy Henkel|Ben Dessen|Richard Hearman|Mark White|Paul Daley|Loic Valmy|Ismail Fahmi Lubish|Scott Walton|Fahrani Empel
tt3115694	Starcrossed	false	2014	78	Drama,Romance,Thriller	4.0	101	Chase Mohseni	Chase Mohseni	Kristin Carey|Grant Harvey|Danny Daneau|Mischa Barton|Arden Tse|Chase Mohseni|Eric Roberts|Christian Papazian|Chris Martens|Daniel Rojas
tt3126252	Maksimum przyjemnosci	false	2014	48	Comedy,Documentary	0.0	0	Katarzyna Trzaska	Katarzyna Trzaska	Jakub Motylewski|Katarzyna Trzaska|Robert Zygmuntowski|Marzena Majcher|Andrzej Wojciechowski
tt2134170	10 Cent Pistol	false	2014	91	Crime,Thriller	4.7	394	Michael C. Martin	Michael C. Martin	Adrina Rose Garibian|Joe Mantegna|JT Alexander|Aram Nigoghossian|Jim Dooley|Michael C. Martin|Damon Alexander|Michael Fimognari|Jena Malone
tt3166406	Oliver, Stoned.	false	2014	90	Comedy	4.2	650	Tom Morris	Jaz Kalkat|Tom Morris	Russ Howard III|Ryan Malgarini|Michael Klooster|Greg Camp|Robert Curtis Brown|Pete Gardner|Brea Grant|Tom Morris|Elliot Feld|Jaz Kalkat
tt3171764	Nymph	false	2014	94	Drama,Fantasy,Horror	4.1	2155	Milan Todorovic	Marko Backovic|Barry Keating|Milan Konjevic	Marko Jocic|Milan Konjevic|Barry Keating|Marko Backovic|Milan Todorovic|Dragan Micanovic|Nikola Jeremic|Natalie Burn|Franco Nero|Kristina Klebe
tt3234056	Anatomy of 'Anatomy'	false	2014	44	Documentary	8.6	7	David C Jones	Joan Hansen	Joan Hansen|Claire Wiley|John O'Grady|David C Jones|Brett King
tt3383228	Desolation	false	2014	81	Crime,Drama,Thriller	0.0	0	Ryan Fox	Ryan Fox|Kyle Schiffert	Owen McCuen|Kyle Schiffert|Nick Naro|Nate Armbuster|Ryan Fox|Kyle Steele
tt3413772	Unlucky Plaza	false	2014	122	Comedy,Crime,Drama	7.2	97	Ken Kwek	Ken Kwek	Kat Goh|Joe Ng|Leon Tong|Ting Si Hao|Ken Kwek|Shane Mardjuki|Michael Zaw|Judee Tan|Adrian Pang|Jeffrey Quizon
tt3469718	Fishing Without Nets	false	2014	109	Thriller	6.5	154	Cutter Hodierne	John Hibey|David Burkman|Sam Cohan|Cutter Hodierne	Sam Cohan|David Burkman|Abdiwali Farrah|Ben Freedman|Brian Glazen|Idil Ibrahim|Eric Godon|Cutter Hodierne|John Hibey|Abdikhadir Hassan
tt3545606	Forgotten	false	2014	64	Drama	7.0	5	Stefan Stis	Stefan Stis	Alain Pierre|Stefan Stis
tt3626436	Mutant World	false	2014	82	Sci-Fi	2.8	536	David Winning	Matthew Campagna	Kim Coates|David Winning|Chad Oakes|Mitch Lee|Amber Marshall|Neil Cervin|Holly Deveaux|Michael Frislev|Ashanti|Matthew Campagna
tt3630262	Moving Art: Deserts	false	2014	25	Documentary	8.4	134	Louie Schwartzberg		Louie Schwartzberg|Craig Thomas Quinlan|Ludovico Einaudi|Gary Malkin
tt3674026	Un fidanzato per mia moglie	false	2014	97	Comedy	5.4	318	Davide Marengo	Francesco Piccolo|Davide Marengo|Dino Gentili|Pablo Solarz	Francesco Piccolo|Dino Gentili|Luca Bizzarri|Davide Marengo|Massimo Nunzi|Pablo Solarz|Paolo Kessisoglu|Geppi Cucciari|Dino Abbrescia|Beppe Caschetto
tt3748966	The Man with the Red Horn	false	2014	58	Documentary	0.0	0	Dan Sermand|Schiaffino Musarra	Dan Sermand	Schiaffino Musarra|Beatrice Järås|George Martin|Peter Östlund|Dan Sermand|Nils Landgren|Joe Sample
tt1537908	WHO U.S.?	false	2014	62	Documentary,Drama,History	0.0	0	Kristin MacCary	Kristin MacCary	Gosia Kamela|Kristin MacCary|Toby Hargrave
tt3793846	Gloved Murderess	false	2014	65	Horror	4.8	12	Dustin Ferguson	Dustin Ferguson	Dustin Ferguson|John Altyn|Mark Popejoy|Lynn Brockman|Breana Mitchell|Mark Thimijan|Jennii Caroline|Richard Edwin Stripling Jr.
tt2078549	SEAL Patrol	false	2014	80	Action,Sci-Fi,Thriller	3.7	579	Nicolas Aaron Mezzanatto	Nicolas Aaron Mezzanatto|Joshua Ringle	Kristina Anapau|Joshua St. James|Angel McCord|Nicolas Aaron Mezzanatto|Joshua Ringle|Brett Donowho|Rich McDonald|Flipper Dalton|Edd Lukas|Laurens Van Charante
tt1778338	The Culture High	false	2014	120	Documentary,News	8.3	3338	Brett Harvey	Michael Bobroff|Brett Harvey	Stephen Green|Snoop Dogg|Adam Scorgie|Michael Bobroff|Brett Harvey|Steve Badach|Barack Obama|Ronald Reagan|Joe Rogan|Don Metz
tt2271635	Tajik Rugby Quest	false	2014	11	Documentary,Sport	0.0	0	Faramarz Beheshti		Chris Anderton|Faramarz Beheshti
tt5987720	Nivarana, the Box of Desires	false	2014	0	Romance	0.0	0	Isi Dhamma	Isi Dhamma	Isi Dhamma|Chanel Min Tha Kin
tt3380090	Favorite Refrain	false	2014	108	Mystery,Thriller	0.0	0	Josh Davidson	Josh Davidson	Joshua Kahn|Josh Davidson|Alexandra Olsen de Wallau|Mike Kelly|Cody Edward Johnson|Allison Slavish|Andrew Edmark|Dave Juehring|Lisa Kahn|Devin Kirby-Hansen
tt2404385	Summer Snow	false	2014	89	Drama	6.1	163	Jeremy White|Kendra White	Jeremy White|Kendra White	Rachel Eggleston|Cameron Goodman|BJ Davis|John S. Howard|Dan Atchison|Garrett Backstrom|Kristopher Kimlin|Jeremy White|David Chisum|Kendra White
tt3661976	Gangster	false	2014	150	Action,Crime,Thriller	3.1	353	Aashiq Abu	Ahamed Siddique	Favour Francis|Mammootty|Aashiq Abu|Saiju Sreedharan|Parvathy Menon|Ashwath Bhatt|Ahamed Siddique|Sekhar Menon|Sandeep Narayan|Alexx O'Nell
tt2417854	Lucky Bastard	false	2014	94	Crime,Drama,Thriller	4.3	603	Robert Nathan	Lukas Kendall|Robert Nathan	Jay Paulson|Jim Wynorski|Betsy Rue|Lukas Kendall|Robert Nathan|Don McManus|Tony Randel|Chris Wylde|Eugene Bowen|Clay Westervelt
tt3682004	The Might of Me	false	2014	115	Comedy	0.0	0	Stephen R. Reynolds	Stephen R. Reynolds	Suzanne Balling|Holly Beard|Mattye Bresnen|Kylie Baker|Billy Alexander|Stephen R. Reynolds|Nancy Jay|Jessica Belt|Monica Ballard|Sara Billeaux
tt3407600	Wild Orchid Man in the Land of the White Bear	false	2014	58	Adventure,Documentary,History	0.0	0	Darryl Saffer		Darryl Saffer|Lorne Heshka|Diane Cirksena|Ila Bussidor|Mary Findling|Stig Dalström
tt3882828	Taptapadi	false	2014	126	Drama	8.2	5	Sachin Baliram Nagargoje	Sachin Baliram Nagargoje	Shruti Marathe|Kashyap Parulekar|Sachin Baliram Nagargoje|Veena Jamkar
tt2113659	Elsa & Fred	false	2014	93	Comedy,Drama,Romance	6.5	2442	Michael Radford	Marcos Carnevale|Marcela Guerty|Lily Ann Martin|Anna Pavignano|Michael Radford	Marcos Carnevale|Lily Ann Martin|Michael Radford|Matthias Ehrenberg|Shirley MacLaine|Anna Pavignano|Christopher Plummer|Marcia Gay Harden|Wendell Pierce|Marcela Guerty
tt2621020	Dream Time	false	2014	0		0.0	0	Maganthrie Pillay		Maganthrie Pillay|Timeca M. Seretti|Lana Marie|Gene Williams|Heather Danner|Marc Isaacs|Martina Griffin
tt3898504	Persona 3 the Movie: #2 Midsummer Knight's Dream	false	2014	93	Action,Animation,Fantasy	7.2	182	Tomohisa Taguchi		Tomohisa Taguchi
tt3914418	CME: That's Why We Bring Dogs	false	2014	90	Adventure,Biography,Mystery	0.0	0	Yoshikazu Homura	Yoshikazu Homura	Yoshikazu Homura
tt3924840	Drive in Gamo	false	2014	0	Drama	5.0	8	Masaki Tamura		Mei Kurokawa|Shôta Sometani|Masatoshi Nagase|Masaki Tamura
tt3430252	Sailors in the Wheatfield	false	2014	0	Documentary	0.0	0	Ning Huo		Jimmy Williams|Ning Huo|Charlene Shih
tt3947140	Saigo no inochi	false	2014	0	Drama	0.0	0	Junpei Matsumoto	Fuminori Nakamura|Tomoyuki Takahashi|Junpei Matsumoto	Ryûnosuke Hashino|Harue Miyake|Chikako Nakabayashi|Akira Kosemura|Yû Hirukawa|Tomoyuki Takahashi|Reina Ikehata|Junpei Matsumoto|Richt Itagaki|Fuminori Nakamura
tt2626086	Victor Crowl's Victory	false	2014	120	Drama	0.0	0	Victor Crowl	Victor Crowl	Santina Ferrante|Victor Crowl|Tony Kelly|Nick Markezinis|Sashen Naicker
